,Time,$N$,$E$,$D$,$\phi$,$\theta$,$\psi$,$u$,$v$,$w$,$p$,$q$,$r$,$\eta$,$\delta_r$,$\delta_s$,$\tilde{u}$,$\tilde{\chi}$,e,$\tilde{\upsilon}$,h,$u_c$,$v_c$,$w_c$
10,1.1,-0.5576825141645823,0.5269780365012862,1.6016660615518796,0.0009793273627654031,-0.40555722518152226,-0.7523371304539932,0.71353365357487,0.0028286034154542984,-0.024529125671908767,-0.004756801402844476,0.032529458903233895,-0.011593295723999135,13.347484803841118,0.04087081992519415,0.02568374396118165,0.42044588585146847,0.1680191340340466,-0.03702419001982854,0.10707823900680483,1.8433326462719806,-0.14756685023606872,0.43564646741791846,-0.6290674138153374
11,1.2000000000000002,-0.4708099353016092,0.5057442623134792,1.5640986160684707,0.0010000481264258454,-0.4023031454881285,-0.7535953360132295,0.7666718303812964,0.0034975709727581503,-0.024849437550070345,-0.0058643735249919934,0.0307448965289459,-0.013513628796305067,13.411318513698209,0.04023982176918588,0.02253587868482711,0.393233173212565,0.16306277270025635,0.006663875691544419,0.1004644175622158,1.7759371935556512,-0.14561606370417873,0.4351466498366462,-0.6285791326783734
12,1.3,-0.3802604127388162,0.48111912520568684,1.5282788547628974,0.0009873215763320786,-0.39922730594493583,-0.7550606084955782,0.818287823666995,0.004235382362629955,-0.024936361269378947,-0.006879451866888002,0.029376191345518738,-0.01553741613126904,13.437378616507875,0.03986052115327057,0.019451627293448466,0.3666640848093518,0.15897598255298315,0.050538233322874715,0.09486800499593401,1.7080844578245018,-0.1442729514396592,0.4358720378958613,-0.6297044973448216
13,1.4000000000000001,-0.286175273023597,0.45316944108708024,1.4941892451456844,0.0009536491588399976,-0.3962881541998158,-0.7567438134907336,0.8681869579014336,0.005042133210548467,-0.0248156383048477,-0.007849976661061726,0.02843855764277157,-0.017681162993315166,13.430552495657752,0.03967474805040959,0.016483811414274588,0.3408560881665025,0.15608599603118115,0.09440861622379987,0.09082466504300377,1.6396110825333978,-0.14303441411104423,0.4363761780823972,-0.6303683539790923
14,1.5,-0.18864120133703277,0.4220151250697196,1.4616874816985501,0.0009073399053978193,-0.39344261356634025,-0.7586575297524134,0.9162120656095852,0.005916666100426907,-0.02451532608697849,-0.00885075076367604,0.027884729199120568,-0.019945933991853362,13.395368310579105,0.03965187447230064,0.013757468960617969,0.3159065210492832,0.15388482143194762,0.13821602484569173,0.08778289850842695,1.570564952289051,-0.14213954173358279,0.43744416164532607,-0.6317254081537863
15,1.6,-0.08787859734835152,0.38770600992912757,1.4308250226282193,0.0008491399517911447,-0.39065233202031724,-0.760814387516783,0.9622401159257102,0.00685618425389692,-0.02406225392906601,-0.00994499423119847,0.02766222412612233,-0.02231928309268206,13.335994133774918,0.03974756922624475,0.011288126443493501,0.2918939671952074,0.1524580682711765,0.18197703235541787,0.08597671047522165,1.500880087279238,-0.141114495377711,0.43768020195194013,-0.63177461570139
16,1.7000000000000002,0.015810939540055247,0.3502513078776265,1.401764443154613,0.0007728203992698468,-0.3878842153857125,-0.7632256268217352,1.006179722015416,0.00785674824809862,-0.023485337223148516,-0.011154996234532095,0.02769147521414837,-0.02478445752164425,13.256249307627172,0.039931949189754554,0.009141505831905351,0.2688799420371449,0.15135707559412295,0.2255660677025429,0.08484926738954318,1.430687102118178,-0.1396849503928427,0.4362655017504157,-0.6293406658470618
17,1.8,0.12239918908632916,0.3098397795359205,1.3741934474163833,0.0006690988163144951,-0.38511315329799123,-0.7659006559899888,1.047967901737757,0.008912516251916087,-0.022812818620063055,-0.012463448782749754,0.02790122947838605,-0.027317250007152807,13.159606114255103,0.040168639979359454,0.0073148770826069725,0.24691013899229197,0.1502986724035871,0.26877275243299736,0.08404517306764456,1.3602308881044616,-0.13886790037939362,0.43641889192095673,-0.6290635089390798
18,1.9000000000000001,0.2318150085363888,0.2666375721616053,1.3478561970973166,0.000529311958664902,-0.38232120318088425,-0.7688462616560932,1.0875670233969168,0.010015086902148954,-0.022067380089751117,-0.013826855441621188,0.028261065575933914,-0.029885279125311102,13.049205301317684,0.040418219269946716,0.005721358388682212,0.2260160491311215,0.14996838616483127,0.31170352647969696,0.0846355248636577,1.289294754965189,-0.13850853956616888,0.4377226798631111,-0.6303265021843091
19,2.0,0.3438230707985635,0.22070962867450988,1.3227596721204264,0.0003477319240476895,-0.3794935151556986,-0.7720657355628253,1.124963149835817,0.011155155756265907,-0.021276489601519576,-0.015183187992036056,0.02868343273526454,-0.03246374008724183,12.927872223522686,0.04067141437230946,0.0044398329233368335,0.2062164883015416,0.15019307837263673,0.35441932885829075,0.08641279269799362,1.2177199412094086,-0.13801630594640252,0.438348642101587,-0.6304854212702219
20,2.1,0.458196035360397,0.172125801419209,1.29889073604369,0.00012375216972015934,-0.37662404318773124,-0.7755596991469864,1.1601626568795609,0.012322289403762943,-0.020471888879997895,-0.01647850608636238,0.02906229009829592,-0.03502838320254996,12.798115146050476,0.040916155410920495,0.0035313133573745704,0.1875184250820915,0.15049381373576273,0.39679602964941335,0.08868776088925484,1.1456071112470785,-0.13742331671968047,0.43841439440907265,-0.6297083319267203
21,2.2,0.5747904220998037,0.1210069193333353,1.2760934077965909,-0.00013885604259611384,-0.37371738071631455,-0.7793261634212416,1.1931889620063785,0.013504180077748219,-0.019682605555418536,-0.017683221159520767,0.029334914177799272,-0.037547894431418594,12.662151257714521,0.04112878484072473,0.002958826770312274,0.16991867156021956,0.15084565916748172,0.4387188985814881,0.09144423907816879,1.0730379798914869,-0.13703190001363197,0.43888925481881275,-0.6293915788735038
22,2.3000000000000003,0.6933991936583253,0.06743084967071047,1.254318036062852,-0.0004345928832756307,-0.37078441070201595,-0.7833597734604862,1.224080464404089,0.014687229429793674,-0.018934381658804757,-0.01878495430484882,0.029459281108480728,-0.039989552768601805,12.521934575832379,0.04129035025602151,0.0026851281736462083,0.15340551899681076,0.15141631501469413,0.4801677754549663,0.09495323973720787,0.9999540284261591,-0.13661500617168787,0.43903519320407497,-0.6284839363204915
23,2.4000000000000004,0.8138990711765911,0.011524505643556941,1.2333792789306854,-0.000757933475457051,-0.367840220786817,-0.7876516714153485,1.2528886733302431,0.01585772001321569,-0.018254030174046327,-0.019776409756294987,0.02937098986738318,-0.04232585845863726,12.379169054640139,0.041392691298442225,0.0027308361322823686,0.1379597677979555,0.1520067790881179,0.5210485094491697,0.09891929454762348,0.9264003674668093,-0.13647337746612676,0.4397957781771256,-0.6283469742466673
24,2.5,0.9360969589017519,-0.04663389667498306,1.2132148534844247,-0.001103560770900902,-0.36490633066189915,-0.792190073203173,1.279675392329191,0.017001692994813446,-0.01766469536218159,-0.02065443258484993,0.029034843067616296,-0.044528620724094706,12.235321022677224,0.04142351216986208,0.003063946275245484,0.12355566333487844,0.15278470214861486,0.5613601181115039,0.1036036241528182,0.8522876726321907,-0.136354256611422,0.4403323867001036,-0.6277910461562733
25,2.6,1.059857505630964,-0.10693474934451226,1.193675938650563,-0.0014667221865098945,-0.36200776212604024,-0.7969602163531242,1.3045112743070195,0.01810598644857881,-0.017190530269706808,-0.021411212584619112,0.02839291281378562,-0.04657585386780812,12.091647794746303,0.041379507669588284,0.0037080328837002623,0.11016230383540448,0.1535454684569718,0.6010192879314527,0.10868924905499895,0.7776456474925548,-0.13646186147562064,0.44126792693480626,-0.6277152497476276
26,2.7,1.184994119420072,-0.16930628292201083,1.1747111050611734,-0.001842455557432121,-0.3591753052800808,-0.8019450392411427,1.3274732998842673,0.01915789851079376,-0.016851658000436122,-0.02204016290507742,0.027419093297291842,-0.04844518524034661,11.949208609034333,0.041252438005404374,0.004634636326576985,0.09774436284649024,0.1543943991259002,0.6400053895844598,0.1143310286687849,0.7024169036954135,-0.13660808865885335,0.4419557218867399,-0.6272083337307767
