,Time,$N_0$,$E_0$,$D_0$,$\phi_0$,$\theta_0$,$\psi_0$,$u_0$,$v_0$,$w_0$,$p_0$,$q_0$,$r_0$,$\eta_{0}$,$\delta_r_{0}$,$\delta_s_{0}$,$\tildeu_0$,$\tildechi_0$,e_0,$\tilde\upsilon_0$,h_0,$u_c0$,$v_c0$,$w_c0,$N_1$,$E_1$,$D_1$,$\phi_1$,$\theta_1$,$\psi_1$,$u_1$,$v_1$,$w_1$,$p_1$,$q_1$,$r_1$,$\eta_{1}$,$\delta_r_{1}$,$\delta_s_{1}$,$\tildeu_1$,$\tildechi_1$,e_1,$\tilde\upsilon_1$,h_1,$u_c1$,$v_c1$,$w_c1,$N_2$,$E_2$,$D_2$,$\phi_2$,$\theta_2$,$\psi_2$,$u_2$,$v_2$,$w_2$,$p_2$,$q_2$,$r_2$,$\eta_{2}$,$\delta_r_{2}$,$\delta_s_{2}$,$\tildeu_2$,$\tildechi_2$,e_2,$\tilde\upsilon_2$,h_2,$u_c2$,$v_c2$,$w_c2
0,0.1,-0.6261742751841037,2.45791229835746,1.3809918053500683,0.0,0.138012873402658,-0.5427919098887095,0.07448932635216048,0.0,-0.002900162368456227,0.0,-0.020604855228336768,0.0,14.0,0.04787344148607674,-0.018862339063562217,0.75,0.626618621808016,20.54333397743764,-0.11922944887511452,5.004931713699092,0.0,0.0,0.0,-5.899884554124424,-0.014174625042311746,-9.558509427255192,0.0,-0.35562786842000316,-0.22631417891744565,0.07149041488066177,0.0,-0.002744792919215756,0.0,0.02656865334283394,0.0,14.0,0.026088227210172638,0.026296910848715566,0.75,0.5087403424534233,14.886943418722115,0.31023041361366804,-10.8184295775409,0.0,0.0,0.0,-9.460781706641397,-2.2980686409399245,-3.2125337512199286,0.0,0.5945584412078091,0.8951333154244905,0.07709814311825276,0.0,-0.002425546378832008,0.0,-0.06164209198756879,0.0,14.0,-0.03354253473549401,-0.010630190843450545,0.75,-0.711448139168649,-12.763811928435889,-0.3202039929935314,5.720437844509608,0.0,0.0,0.0
1,0.2,-0.6198907916932431,2.4541219058099433,1.379679758713156,0.0,0.13595238787982433,-0.5427919098887095,0.14785409579050332,2.548559413587932e-05,-0.004930842004286114,0.0001084493367484226,-0.030175691603909132,-0.00018619808071323042,14.0,0.0798698534303558,-0.03118500128904877,0.7127553368239198,0.44479495753026116,20.484671172657954,-0.06124262864524888,5.068864827977282,0.0,0.0,0.0,-5.893260604288443,-0.015699847835131075,-9.556277585620474,0.0,-0.3529710030857198,-0.22631417891744565,0.14217230696198485,1.2903984190827002e-05,-0.006129694209471254,5.491057102479576e-05,0.037860803347625156,-9.427667556328511e-05,14.0,0.04390403195714708,0.04278781202549277,0.7142547925596692,0.41741666600633764,14.422081470488694,0.1665156512285183,-10.322817498751766,0.0,0.0,0.0,-9.456872292907844,-2.2931911003125403,-3.217053281191431,0.0,0.588394232009052,0.8951333154244905,0.1527901852856415,-1.920083972933207e-05,-0.002741499240975811,-8.170570097588113e-05,-0.08819484925227287,0.00014028158365163505,14.0,-0.05617054066816462,-0.015944500190527892,0.7114509284408737,-0.3806337089922325,-11.778659807122878,-0.1303716256154672,6.342742170849262,0.0,0.0,0.0
2,0.30000000000000004,-0.6074032184578924,2.4465919898409836,1.3771872990572542,8.297814086954958e-06,0.13293481871943325,-0.5428107031074547,0.22000533997206018,0.00013457389709328272,-0.006519149964939463,0.00048427694527222525,-0.03384852722224426,-0.0009438397054384723,14.0,0.09322315784181713,-0.03372794432267452,0.6760729521047484,0.44482642141854056,20.48441692760676,-0.06366490188006638,5.068704523902501,0.0,0.0,0.0,-5.880053274478477,-0.018739627688179696,-9.551938051131518,8.964200750138929e-06,-0.34918492275095714,-0.22632422598877788,0.21189023638240162,7.756209875733482e-05,-0.00952242056041585,0.00028553222033748607,0.04108590446424366,-0.0005472835898493638,14.0,0.059168372913173437,0.04162501913956699,0.6789138465190075,0.4174332700598059,14.42162591625343,0.1688303243777437,-10.322305688077146,0.0,0.0,0.0,-9.449017191276646,-2.283393832059492,-3.2257615808076117,1.1894730786998764e-06,0.5795747470838246,0.8951501795768673,0.2270934822480546,-9.494933704067234e-05,-0.002408344586091995,-0.0003371196799791455,-0.09665040137411517,0.0006632947290455456,14.0,-0.06095341327220764,-0.009562933831721663,0.6736049073571793,-0.3806433334102537,-11.777542476573274,-0.13663508071597621,6.342785992200624,0.0,0.0,0.0
3,0.4,-0.588798275494592,2.435384155864291,1.373625105167327,4.410040222602163e-05,0.1295499667805058,-0.5429059555609532,0.29085513704784977,0.00037910607071152966,-0.007854539337285023,0.0010601646570612125,-0.03455345228239383,-0.002516341319001289,14.0,0.10231881706959364,-0.035745938600765345,0.6399973300139699,0.44491411901389977,20.48391273962983,-0.06579157535811216,5.068498878595084,0.0,0.0,0.0,-5.860331498365592,-0.023272981051654845,-9.545583383392833,5.7430886590825736e-05,-0.3450763318141017,-0.22638243002092473,0.28050146790849745,0.0002333033101806273,-0.012630461231047801,0.0006623079618262339,0.040432474620216985,-0.0015653035232016924,14.0,0.06944880419707011,0.04067519697662554,0.6440548818087992,0.4174946185816824,14.420718529430752,0.17055494926345138,-10.321390338356514,0.0,0.0,0.0,-9.437209132300008,-2.2686762988984697,-3.238400273344585,1.0886654696395937e-05,0.5699097068675227,0.895229441347543,0.29999472521317344,-0.00025545342776811286,-0.0020904114740551236,-0.0007216986752192345,-0.0975087657213925,0.0016803568521722109,14.0,-0.06354072137356963,-0.006126213764250469,0.6364532588759727,-0.3806718604420687,-11.775306205150196,-0.14178645359815928,6.343172986469726,0.0,0.0,0.0
4,0.5,-0.564170902218166,2.4205686455191247,1.3690887386385702,0.0001173142166965846,0.12609463265279297,-0.5431598698426399,0.3603139907850592,0.0008015604164442636,-0.00900354577989381,0.0016158688264873151,-0.033779557358427977,-0.004998778092179716,14.0,0.10855044705908387,-0.03746474915457203,0.6045724314760751,0.44503532555502345,20.48316716876586,-0.06768276461135386,5.068339823642926,0.0,0.0,0.0,-5.8341868336182365,-0.029270883794681967,-9.537283489855247,0.0001798444160110435,-0.3410330753690709,-0.22654851918244479,0.34787950669448103,0.0005122788262475447,-0.015346958648075866,0.0009705568916995573,0.0380291260069219,-0.003242236659130974,14.0,0.07639913629157123,0.03995358944005286,0.6097492660457513,0.4175909780177467,14.419367945298383,0.17180192189519614,-10.320139936589285,0.0,0.0,0.0,-9.42146486988246,-2.2490701056258726,-3.2547626719648375,4.633294413380895e-05,0.5601588284666148,0.895428894511336,0.3714281118064301,-0.0005209857021862498,-0.0020093654947266645,-0.001164872056572878,-0.09558937730610424,0.003201873183388738,14.0,-0.0646763612477345,-0.004841734955155468,0.6000026373934133,-0.3806941721387201,-11.771957192715503,-0.14604140644194602,6.3441137221082435,0.0,0.0,0.0
5,0.6000000000000001,-0.5336254956475857,2.4022211289368376,1.3636642058833617,0.00021548275096350267,0.12271673558296836,-0.5436641475935313,0.428294595710984,0.0014368028642292672,-0.009977483803826702,0.0019276531283425016,-0.032229335958880605,-0.008382304025914122,14.0,0.1128454372248496,-0.0389941219551961,0.5698430046074704,0.4451567626054324,20.48219085329255,-0.06939803471169813,5.068302090119772,0.0,0.0,0.0,-5.801728315583232,-0.03669989906085954,-9.527094585762088,0.0003917242405417909,-0.3372301045200641,-0.2268918303207812,0.4139136209577463,0.000940070208227013,-0.017655747499030924,0.000920940598271136,0.03488755919515999,-0.005582976577767734,14.0,0.08113079625819174,0.0394012690872434,0.5760602466527595,0.41769886334390455,14.41758643485841,0.1726829964412283,-10.318593423211583,0.0,0.0,0.0,-9.401818728916304,-2.2246272625495633,-3.274667648218118,0.0001303801098218038,0.5505998759110433,0.8958063207040423,0.44130586166455693,-0.0009057417931231659,-0.0021973445609549842,-0.0016360634739276507,-0.09278135490498794,0.005178982598588271,14.0,-0.06486710624364259,-0.004993834764585479,0.5642859440967849,-0.3806829563371747,-11.76750622728255,-0.14967724726420548,6.345752802171601,0.0,0.0,0.0
6,0.7000000000000001,-0.4972769646406531,2.380419438503337,1.3574312819396985,0.00030477802135919774,0.11949398268609679,-0.5445094291955561,0.49471510936186025,0.0023136922960561575,-0.010766649906353032,0.001880834864644204,-0.030215881780355076,-0.012599450736056086,14.0,0.11582404714815953,-0.04039216528068593,0.535852702144508,0.44524278227406644,20.480993190250388,-0.07098200909820612,5.068448861782745,0.0,0.0,0.0,-5.763078925981783,-0.04552558456564296,-9.515065333646223,0.0006790913518281982,-0.333741130169499,-0.22748200291109733,0.4785070105333298,0.0015378169254268476,-0.01958208570553344,0.0002909993809286417,0.03147570720858341,-0.008541460141231375,14.0,0.08438714896101282,0.03895258722211432,0.5430431895211268,0.41779074366863633,14.415387207684313,0.17328671894786352,-10.316770382232267,0.0,0.0,0.0,-9.37831868623396,-2.195412101332943,-3.29794397678005,0.00028398483424130205,0.5413216729757719,0.8964126126664027,0.509538504737352,-0.0014188332730372065,-0.002616116232202392,-0.002153944501274405,-0.08974313608290112,0.007535850872950365,14.0,-0.06444695095908791,-0.006055244393417588,0.5293470691677216,-0.3806127988698549,-11.761964953909015,-0.1529104671374404,6.348197626245659,0.0,0.0,0.0
7,0.8,-0.4552514693152201,2.3552406766034175,1.3504648750200008,0.0003414743867899972,0.11647277865195882,-0.545779350827261,0.5595010155844763,0.00345538427870061,-0.011356037834216732,0.0014997923620152646,-0.027871553116310864,-0.01755684084028621,14.0,0.11790247238504867,-0.04169346589647187,0.5026424453190699,0.4452591953113985,20.479579097003842,-0.0724633532112596,5.06883510041402,0.0,0.0,0.0,-5.718373311125046,-0.05571522407530983,-9.501240462295852,0.0010035913552846054,-0.3305929801312888,-0.2283837675099698,0.5415751746707667,0.002323364560782176,-0.02116865113347971,-0.0009889866926526191,0.028010636441800296,-0.012051195244465516,14.0,0.08666395302811622,0.03855560001012102,0.5107464947333351,0.4178397791621322,14.41278167260669,0.1736774845656093,-10.314678109080283,0.0,0.0,0.0,-9.35102454388631,-2.161496533891219,-3.3244231672554365,0.000520134264109906,0.5323471457226261,0.8972889389080718,0.5760436657782126,-0.0020645330179659875,-0.0032047279461968783,-0.002761286661408264,-0.08666651863642645,0.010189951305311942,14.0,-0.06363230237137374,-0.007671717440105943,0.495230747631324,-0.3804616611192005,-11.755342946916514,-0.1558871612330085,6.351536095537419,0.0,0.0,0.0
8,0.9,-0.4076868569196495,2.326758793035923,1.3428351428316816,0.00028592313495234833,0.1136862230239597,-0.5475479694542256,0.6225859650092669,0.004878630234703099,-0.011732006614173904,0.0009059564192855679,-0.025249510414743267,-0.02315483474655721,14.0,0.11936010379029015,-0.04292078776218669,0.47024949220776185,0.44517462370889216,20.477946201293847,-0.0738579103606974,5.069509177666023,0.0,0.0,0.0,-5.667756239546488,-0.0672399027857395,-9.485662733264759,0.001317309755713758,-0.3277907084503844,-0.22965490750208462,0.603044778727089,0.003311073688146648,-0.022463850319315356,-0.0028347927488791003,0.024596253162228045,-0.016043558547594802,14.0,0.0882906869179719,0.03817475496437932,0.47921241266461667,0.4178215415499664,14.409777162926051,0.17390063443363846,-10.312315912327342,0.0,0.0,0.0,-9.320007154944662,-2.1229573306877105,-3.3539368890521035,0.0008416138956373054,0.5236799650170614,0.898466359774269,0.6407492985776956,-0.002842225206726754,-0.003897674433515324,-0.0034927746079599746,-0.08357931855050126,0.01306272318902059,14.0,-0.0625622407151712,-0.00961669580724759,0.4619781671108937,-0.380211119955726,-11.747645688655638,-0.1587009593943443,6.355845182142312,0.0,0.0,0.0
9,1.0,-0.3547328510462927,2.295042593851546,1.334606946209806,0.00011205781220624544,0.11116193413598019,-0.5498792237722068,0.6831692963762261,0.0065927849585643615,-0.011884815451150468,0.00024443208941765204,-0.022297758478647147,-0.029297325183250483,13.858796489870265,0.12038415120501972,-0.0440899167252115,0.43870701749536656,0.4449606843734086,20.476082647941283,-0.0751723308329416,5.070513058170453,0.0,0.0,0.0,-5.6113814592577125,-0.080076090319773,-9.46837394018124,0.001578302612855076,-0.32532897183525344,-0.2313460660236859,0.6628528878576934,0.004510873112702526,-0.023515933480995333,-0.005070825699323696,0.021285034134415036,-0.02045579128206297,14.0,0.08948508358770649,0.03778818265058747,0.4484776106364555,0.4177141689253319,14.406375189352376,0.17398785774889727,-10.309677612101014,0.0,0.0,0.0,-9.285348050023224,-2.0798745014159556,-3.3863165988309873,0.0012425923262631144,0.5153209367452254,0.8999666605834591,0.7015144011170522,-0.0037464432974804746,-0.004632001648058922,-0.004354570710175341,-0.08025252730682295,0.016083904521482027,13.604509819912263,-0.06132590752421293,-0.011749758785206331,0.4296253507111522,-0.3798461057904437,-11.738873252509642,-0.16141064568074096,6.361194498561519,0.0,0.0,0.0
10,1.1,-0.2966139854853092,2.2601926955292093,1.3258472621711455,-0.000190549715776811,0.10893248660153088,-0.5528274026738869,0.7420171749053914,0.00859178796982491,-0.01181296136505878,-0.00040044214492120274,-0.019175399058774526,-0.0358459011974844,13.868302089537798,0.12109839129566671,-0.045211671868159484,0.40841535181188693,0.4445950921857351,20.47396538098485,-0.07640106464877251,5.071881927230988,0.0,0.0,0.0,-5.549410772177298,-0.09420688659801559,-9.449415366401173,0.001760088722782882,-0.3231972425313616,-0.23350133653659277,0.7172384111552691,0.005927318957159833,-0.024369939217823648,-0.007512461011474037,0.01846973631264591,-0.025232433311061633,13.295059569992294,0.09038981983375191,0.037384077138555946,0.4185735560711533,0.41749792316331447,14.402570114278328,0.17396140710115118,-10.306752986385757,0.0,0.0,0.0,-9.247251674449563,-2.0324720759097348,-3.4212916711938925,0.001712423391083906,0.5072936916370612,0.9018036373988361,0.7603704103134452,-0.0047569757047158665,-0.005350143034380353,-0.005292622324627396,-0.07704596350155601,0.019124213210351973,13.592208263188365,-0.059988348093078375,-0.013982700813150638,0.3992427994414739,-0.379360329792298,-11.729019497467508,-0.16404627708586328,6.36764745560998,0.0,0.0,0.0
